BPF Resource Thief Detector — Session Report
Generated: 2026-06-25 03:39:16.253215
============================================================

[INFO] 03:38:59 | PID 14195 (sh) | New process → /usr/bin/which
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1736
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1742
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1822
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1915
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1934
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1935
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1936
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1937
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1938
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2295
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2300
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2316
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2340
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2522
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2523
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2538
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2539
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2643
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2854
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2977
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/3023
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/3060
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4017
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4028
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4167
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4201
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4222
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4223
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4227
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4238
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4241
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4243
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4245
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4325
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4331
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4338
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4397
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4411
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4711
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4712
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4713
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4725
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4731
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4735
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4750
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4806
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4813
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4815
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4834
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4842
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4847
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4871
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4874
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4875
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4882
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4885
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4886
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4888
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4894
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4898
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4913
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4917
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4918
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4924
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4933
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4935
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4938
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4940
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4941
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4942
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4950
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5025
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5030
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5037
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5043
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5058
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5096
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5102
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5122
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5125
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5129
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5142
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5149
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5165
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5172
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5183
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5193
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5212
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5220
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5232
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5281
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5449
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5552
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5578
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5587
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5613
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5751
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5752
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5753
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5776
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5796
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5975
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6039
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6227
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6234
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6235
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6237
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6239
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6253
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6254
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6256
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6290
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6292
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6305
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6384
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6492
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6510
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6651
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6666
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6709
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6755
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6838
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6996
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/7126
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/7127
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/7128
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/7977
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/8197
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9129
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9305
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9604
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9657
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9666
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9690
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9743
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9752
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9799
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9806
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9815
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9821
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9826
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9827
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9876
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/9935
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10028
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10326
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10331
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10332
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10334
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10357
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10374
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10380
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10425
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10445
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10446
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10475
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10794
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/11021
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/11033
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/11148
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/11251
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/11296
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/11368
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/12540
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13205
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13310
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13348
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13366
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13649
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13682
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13986
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14153
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14165
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14177
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14190
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14192
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14193
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14238
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14239
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/meminfo
[WARN] 03:39:08 | PID 14241 (sh) | Suspicious exec → /usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh
[INFO] 03:39:08 | PID 14242 (cpuUsage.sh) | New process → /usr/bin/sed
[ALERT] 03:39:08 | PID 14242 (sed) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:08 | PID 14242 (sed) | Accessed sensitive file → /proc/stat
[INFO] 03:39:08 | PID 14243 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:08 | PID 14243 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:08 | PID 14243 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:08 | PID 14243 (cat) | Accessed sensitive file → /proc/13366/stat
[INFO] 03:39:08 | PID 14244 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:08 | PID 14244 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:08 | PID 14244 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:08 | PID 14244 (cat) | Accessed sensitive file → /proc/14190/stat
[INFO] 03:39:08 | PID 14245 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:08 | PID 14245 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:08 | PID 14245 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:08 | PID 14245 (cat) | Accessed sensitive file → /proc/14192/stat
[INFO] 03:39:08 | PID 14246 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:08 | PID 14246 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:08 | PID 14246 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:08 | PID 14246 (cat) | Accessed sensitive file → /proc/14193/stat
[INFO] 03:39:08 | PID 14247 (cpuUsage.sh) | New process → /usr/bin/sleep
[ALERT] 03:39:08 | PID 14247 (sleep) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:08 | PID 14247 (sleep) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | High-speed file access: 51 files/sec  ← POSSIBLE EXFILTRATION
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:08 | PID 3060 (upowerd) | Accessed sensitive file → /proc/self/fd/12
[ALERT] 03:39:09 | PID 6227 (ThreadPoolForeg) | Accessed sensitive file → /home/sudipto-roy-s-hawon/.config/google-chrome/Default/Service Worker/ScriptCache/2687cdb408524ecb_0
[ALERT] 03:39:09 | PID 6227 (ThreadPoolForeg) | Accessed sensitive file → /home/sudipto-roy-s-hawon/.config/google-chrome/Default/Service Worker/ScriptCache/2687cdb408524ecb_1
[ALERT] 03:39:09 | PID 6227 (ThreadPoolForeg) | Accessed sensitive file → /home/sudipto-roy-s-hawon/.config/google-chrome/Default/Service Worker/ScriptCache/2687cdb408524ecb_s
[ALERT] 03:39:09 | PID 14248 (chrome) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14248/stat
[ALERT] 03:39:09 | PID 14248 (chrome) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:09 | PID 14248 (chrome) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14248/stat
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14248/status
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14248/status
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14248/statm
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14153/stat
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14153/stat
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14153/stat
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14250/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14250/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14251/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14250/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14251/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14252/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14253/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14250/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14251/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14252/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14250/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14251/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14252/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14253/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14254/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14250/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14251/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14252/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14253/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14254/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14255/status
[INFO] 03:39:09 | PID 14260 (cpuUsage.sh) | New process → /usr/bin/sed
[ALERT] 03:39:09 | PID 14260 (sed) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:09 | PID 14260 (sed) | Accessed sensitive file → /proc/stat
[INFO] 03:39:09 | PID 14261 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:09 | PID 14261 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:09 | PID 14261 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:09 | PID 14261 (cat) | Accessed sensitive file → /proc/13366/stat
[INFO] 03:39:09 | PID 14263 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:09 | PID 14263 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:09 | PID 14263 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:09 | PID 14263 (cat) | Accessed sensitive file → /proc/14190/stat
[INFO] 03:39:09 | PID 14265 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:09 | PID 14265 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:09 | PID 14265 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:09 | PID 14265 (cat) | Accessed sensitive file → /proc/14192/stat
[INFO] 03:39:09 | PID 14268 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:09 | PID 14268 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:09 | PID 14268 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:09 | PID 14268 (cat) | Accessed sensitive file → /proc/14193/stat
[ALERT] 03:39:09 | PID 6227 (chrome) | Accessed sensitive file → /proc/14248/stat
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14248/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14249/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14250/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14251/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14252/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14253/status
[ALERT] 03:39:09 | PID 6227 (ThreadPoolSingl) | Accessed sensitive file → /proc/14248/task/14254/status
